movie_id,male_count,female_count,occupation_0,occupation_1,occupation_2,occupation_3,occupation_4,occupation_5,occupation_6,occupation_7,occupation_8,occupation_9,occupation_10,occupation_11,occupation_12,occupation_13,occupation_14,occupation_15,occupation_16,occupation_17,occupation_18,occupation_19,occupation_20,age_50-55,age_Under 18,age_18-24,age_35-44,age_56+,age_25-34,age_45-49,Horror,Animation,Romance,Children's,Western,Crime,Film-Noir,Comedy,Adventure,Musical,Thriller,War,Documentary,Mystery,Action,Fantasy,Sci-Fi,Drama,average score
1655,63.0,14.0,18.0,4.0,3.0,2.0,12.0,4.0,2.0,6.0,,1.0,7.0,1.0,5.0,,2.0,,1.0,2.0,1.0,2.0,4.0,2.0,7.0,21.0,11.0,,32.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4285714285714284
1656,3.0,11.0,4.0,3.0,,1.0,2.0,,,1.0,,,1.0,,1.0,,,,,,,1.0,,2.0,1.0,2.0,4.0,,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2142857142857144
1657,11.0,9.0,2.0,,1.0,1.0,1.0,1.0,,6.0,,,1.0,,1.0,,,2.0,1.0,,,1.0,2.0,5.0,1.0,2.0,3.0,,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5
1658,80.0,36.0,16.0,9.0,7.0,4.0,26.0,,2.0,4.0,,1.0,4.0,,4.0,,8.0,5.0,4.0,6.0,2.0,2.0,12.0,2.0,4.0,41.0,13.0,3.0,51.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1724137931034484
1659,5.0,2.0,,,,1.0,2.0,,,,1.0,,,,,,1.0,,1.0,,,,1.0,,,3.0,1.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.857142857142857
1660,113.0,66.0,25.0,28.0,10.0,5.0,16.0,3.0,6.0,20.0,1.0,1.0,3.0,5.0,9.0,3.0,7.0,3.0,9.0,11.0,1.0,2.0,11.0,18.0,5.0,29.0,35.0,12.0,64.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.569832402234637
1661,71.0,17.0,17.0,5.0,5.0,,9.0,1.0,3.0,11.0,,2.0,1.0,1.0,2.0,2.0,9.0,1.0,5.0,5.0,4.0,,5.0,6.0,2.0,22.0,18.0,3.0,27.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1931818181818183
1662,17.0,3.0,5.0,,1.0,,3.0,,1.0,2.0,,,,1.0,,,2.0,,,1.0,2.0,,2.0,2.0,,8.0,3.0,,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65
1663,612.0,128.0,86.0,56.0,31.0,23.0,63.0,22.0,28.0,98.0,3.0,11.0,7.0,26.0,51.0,8.0,42.0,14.0,37.0,67.0,15.0,12.0,40.0,42.0,8.0,80.0,173.0,20.0,354.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8391891891891894
1664,2.0,3.0,,,,,2.0,,,2.0,,,,,,,,,,,,,1.0,,,2.0,,,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2
1665,158.0,42.0,33.0,8.0,7.0,6.0,37.0,2.0,10.0,18.0,,2.0,12.0,2.0,10.0,2.0,6.0,2.0,10.0,13.0,4.0,3.0,13.0,12.0,14.0,53.0,41.0,2.0,65.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.685
1666,16.0,4.0,1.0,1.0,2.0,,1.0,2.0,,2.0,,,,,1.0,,2.0,1.0,2.0,1.0,,1.0,3.0,2.0,,2.0,3.0,,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
1667,90.0,23.0,21.0,9.0,4.0,3.0,18.0,1.0,4.0,10.0,1.0,2.0,5.0,1.0,4.0,1.0,6.0,2.0,4.0,7.0,3.0,1.0,6.0,4.0,8.0,22.0,18.0,3.0,48.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.7787610619469025
1668,28.0,11.0,6.0,4.0,2.0,3.0,3.0,,1.0,6.0,,,,2.0,,,2.0,,1.0,2.0,2.0,,5.0,1.0,,5.0,4.0,2.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5384615384615383
1669,19.0,18.0,4.0,6.0,4.0,,3.0,,4.0,5.0,,1.0,,1.0,,1.0,,1.0,3.0,2.0,,,2.0,8.0,,,12.0,2.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4594594594594597
1670,60.0,22.0,12.0,5.0,8.0,2.0,10.0,,1.0,4.0,,1.0,2.0,,3.0,1.0,11.0,1.0,3.0,6.0,1.0,3.0,8.0,6.0,2.0,19.0,14.0,4.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5
1671,17.0,5.0,7.0,1.0,,,2.0,1.0,,2.0,,,,,,,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,,7.0,1.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1818181818181817
1672,218.0,103.0,43.0,35.0,9.0,13.0,55.0,3.0,11.0,40.0,1.0,4.0,6.0,11.0,14.0,3.0,15.0,6.0,15.0,16.0,2.0,4.0,15.0,24.0,4.0,85.0,42.0,16.0,128.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5700934579439254
1673,857.0,271.0,143.0,91.0,60.0,33.0,162.0,24.0,47.0,113.0,1.0,6.0,16.0,27.0,75.0,14.0,60.0,30.0,51.0,82.0,11.0,21.0,61.0,72.0,22.0,236.0,203.0,44.0,481.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.769503546099291
1674,718.0,328.0,141.0,114.0,54.0,32.0,78.0,15.0,45.0,146.0,4.0,27.0,8.0,26.0,60.0,13.0,52.0,28.0,55.0,61.0,7.0,13.0,67.0,100.0,11.0,82.0,269.0,42.0,419.0,123.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9961759082217974
1675,7.0,4.0,4.0,,1.0,,1.0,,,2.0,,,,,,,,,1.0,,1.0,,1.0,,,1.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.090909090909091
1676,1016.0,147.0,138.0,75.0,54.0,28.0,183.0,29.0,35.0,115.0,2.0,3.0,32.0,17.0,101.0,9.0,65.0,24.0,48.0,113.0,17.0,18.0,57.0,64.0,33.0,267.0,217.0,22.0,492.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.1332760103181427
1677,28.0,9.0,5.0,6.0,2.0,1.0,4.0,,1.0,3.0,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,5.0,3.0,,5.0,8.0,2.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7567567567567566
1678,278.0,196.0,60.0,62.0,34.0,18.0,55.0,7.0,23.0,51.0,1.0,9.0,7.0,12.0,23.0,11.0,18.0,12.0,18.0,18.0,3.0,10.0,22.0,42.0,10.0,70.0,97.0,27.0,179.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.829113924050633
1679,22.0,2.0,4.0,,2.0,,7.0,1.0,1.0,2.0,,,2.0,1.0,,1.0,1.0,,,1.0,,,1.0,,3.0,8.0,3.0,1.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9583333333333333
1680,254.0,210.0,51.0,50.0,26.0,13.0,79.0,7.0,23.0,44.0,,8.0,9.0,6.0,22.0,6.0,28.0,11.0,17.0,27.0,1.0,5.0,31.0,34.0,8.0,111.0,73.0,16.0,189.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.790948275862069
1681,120.0,14.0,22.0,8.0,3.0,3.0,31.0,3.0,5.0,10.0,,,9.0,3.0,8.0,,3.0,1.0,2.0,10.0,3.0,5.0,5.0,2.0,5.0,51.0,17.0,,56.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1791044776119404
1682,737.0,268.0,127.0,88.0,42.0,25.0,185.0,23.0,34.0,94.0,2.0,13.0,37.0,19.0,53.0,6.0,45.0,23.0,45.0,73.0,9.0,15.0,47.0,50.0,37.0,260.0,156.0,31.0,408.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.861691542288557
1683,102.0,116.0,27.0,33.0,13.0,10.0,28.0,,12.0,20.0,1.0,4.0,2.0,2.0,7.0,4.0,11.0,3.0,9.0,7.0,1.0,3.0,21.0,20.0,4.0,32.0,45.0,15.0,79.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.761467889908257
1684,31.0,27.0,11.0,8.0,4.0,2.0,7.0,,2.0,7.0,,2.0,2.0,,2.0,3.0,1.0,1.0,1.0,,,1.0,4.0,7.0,3.0,7.0,15.0,4.0,16.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7241379310344827
1685,2.0,4.0,3.0,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,2.0,1.0,,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
1686,77.0,32.0,14.0,2.0,4.0,4.0,14.0,1.0,8.0,6.0,,2.0,2.0,4.0,5.0,1.0,9.0,,14.0,10.0,3.0,1.0,5.0,4.0,1.0,26.0,23.0,5.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1559633027522938
1687,290.0,47.0,52.0,19.0,13.0,11.0,54.0,6.0,11.0,37.0,,1.0,10.0,5.0,17.0,4.0,20.0,5.0,21.0,30.0,5.0,6.0,10.0,22.0,11.0,76.0,60.0,14.0,132.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.077151335311573
1688,174.0,130.0,49.0,16.0,12.0,11.0,62.0,8.0,13.0,19.0,2.0,5.0,23.0,6.0,14.0,,9.0,1.0,7.0,23.0,2.0,1.0,21.0,14.0,27.0,77.0,60.0,2.0,105.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5032894736842106
1689,196.0,56.0,44.0,13.0,12.0,9.0,34.0,6.0,6.0,17.0,,4.0,7.0,2.0,14.0,2.0,18.0,5.0,9.0,27.0,4.0,6.0,13.0,11.0,8.0,71.0,50.0,10.0,86.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.1547619047619047
1690,676.0,103.0,111.0,55.0,38.0,20.0,124.0,19.0,20.0,63.0,2.0,3.0,24.0,8.0,57.0,6.0,34.0,18.0,35.0,80.0,13.0,12.0,37.0,46.0,25.0,160.0,132.0,28.0,332.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.958921694480103
1692,18.0,2.0,3.0,1.0,2.0,,3.0,,1.0,4.0,,,,,2.0,,,,2.0,2.0,,,,2.0,,,6.0,2.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.55
1693,263.0,88.0,51.0,49.0,10.0,10.0,45.0,8.0,16.0,42.0,,2.0,5.0,5.0,19.0,6.0,16.0,7.0,10.0,25.0,5.0,4.0,16.0,27.0,5.0,71.0,54.0,18.0,138.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.717948717948718
1694,343.0,128.0,63.0,53.0,30.0,12.0,44.0,8.0,12.0,56.0,1.0,6.0,1.0,11.0,15.0,10.0,29.0,14.0,25.0,31.0,5.0,12.0,33.0,44.0,3.0,55.0,93.0,39.0,193.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7261146496815285
1695,22.0,10.0,2.0,4.0,3.0,1.0,2.0,,1.0,3.0,,,,1.0,2.0,2.0,,2.0,4.0,1.0,,,4.0,4.0,,4.0,9.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6875
1696,21.0,7.0,5.0,,4.0,3.0,4.0,,,2.0,,1.0,,,,1.0,,1.0,1.0,1.0,,,5.0,1.0,,3.0,6.0,1.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5714285714285716
1699,118.0,37.0,27.0,14.0,17.0,8.0,19.0,3.0,3.0,11.0,,,2.0,1.0,7.0,2.0,7.0,6.0,5.0,6.0,,2.0,15.0,9.0,2.0,26.0,33.0,7.0,70.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.503225806451613
1701,212.0,72.0,32.0,28.0,26.0,11.0,39.0,3.0,8.0,28.0,1.0,1.0,6.0,5.0,14.0,2.0,16.0,8.0,10.0,11.0,1.0,7.0,27.0,12.0,6.0,66.0,43.0,8.0,124.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.415492957746479
1702,226.0,76.0,44.0,21.0,9.0,10.0,45.0,7.0,12.0,39.0,1.0,5.0,22.0,4.0,17.0,2.0,7.0,6.0,9.0,17.0,6.0,7.0,12.0,17.0,22.0,66.0,60.0,4.0,104.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.552980132450331
1703,42.0,20.0,8.0,6.0,1.0,3.0,9.0,3.0,2.0,2.0,,,6.0,2.0,1.0,,2.0,1.0,1.0,5.0,1.0,2.0,7.0,3.0,6.0,17.0,13.0,,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.935483870967742
1704,1090.0,458.0,188.0,146.0,69.0,36.0,256.0,20.0,69.0,157.0,2.0,15.0,34.0,31.0,94.0,25.0,71.0,34.0,60.0,117.0,15.0,20.0,89.0,115.0,39.0,348.0,257.0,73.0,604.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.176356589147287
1707,117.0,37.0,20.0,12.0,6.0,3.0,25.0,4.0,6.0,19.0,1.0,2.0,13.0,3.0,6.0,,7.0,1.0,4.0,10.0,,4.0,8.0,6.0,14.0,37.0,28.0,4.0,54.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8766233766233766
1709,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1711,451.0,177.0,87.0,60.0,35.0,21.0,69.0,10.0,25.0,71.0,,11.0,7.0,14.0,28.0,14.0,31.0,19.0,32.0,41.0,10.0,5.0,38.0,53.0,8.0,108.0,111.0,38.0,249.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.2531847133757963
1713,176.0,55.0,40.0,14.0,9.0,9.0,31.0,4.0,9.0,24.0,1.0,3.0,15.0,2.0,9.0,1.0,3.0,4.0,7.0,21.0,2.0,5.0,18.0,14.0,21.0,52.0,52.0,3.0,72.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0432900432900434
1714,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1715,9.0,4.0,2.0,,2.0,1.0,1.0,,,1.0,,1.0,,,,,,,2.0,,,,3.0,,,3.0,2.0,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1717,351.0,104.0,74.0,30.0,17.0,16.0,100.0,12.0,10.0,28.0,1.0,2.0,27.0,5.0,20.0,2.0,23.0,4.0,16.0,22.0,11.0,12.0,23.0,14.0,30.0,159.0,54.0,3.0,171.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.975824175824176
1718,6.0,1.0,2.0,,,,2.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,2.0,1.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5714285714285716
1719,264.0,117.0,53.0,45.0,34.0,12.0,49.0,2.0,15.0,33.0,,1.0,5.0,8.0,23.0,6.0,15.0,8.0,14.0,12.0,3.0,6.0,37.0,26.0,6.0,60.0,67.0,16.0,169.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.044619422572178
1720,6.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,,1.0,,,1.0,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.2857142857142858
1721,1054.0,492.0,179.0,143.0,67.0,45.0,238.0,27.0,61.0,150.0,3.0,28.0,56.0,26.0,108.0,24.0,77.0,26.0,68.0,115.0,19.0,15.0,71.0,106.0,63.0,304.0,281.0,75.0,581.0,136.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5834411384217333
1722,689.0,173.0,102.0,56.0,35.0,23.0,148.0,18.0,26.0,95.0,3.0,10.0,32.0,13.0,54.0,6.0,49.0,18.0,41.0,87.0,7.0,8.0,31.0,49.0,36.0,205.0,150.0,19.0,357.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.4419953596287702
1724,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1725,13.0,10.0,2.0,5.0,1.0,,1.0,1.0,5.0,1.0,,,,,,1.0,,,3.0,1.0,,,2.0,3.0,,1.0,4.0,4.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.739130434782609
1726,112.0,25.0,13.0,12.0,5.0,6.0,20.0,2.0,6.0,12.0,,,2.0,5.0,7.0,2.0,7.0,1.0,8.0,13.0,2.0,4.0,10.0,6.0,4.0,34.0,14.0,7.0,62.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7737226277372264
1727,128.0,82.0,23.0,26.0,11.0,5.0,18.0,2.0,15.0,28.0,,4.0,3.0,4.0,11.0,3.0,10.0,3.0,15.0,15.0,,3.0,11.0,20.0,4.0,28.0,41.0,20.0,70.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2285714285714286
1728,14.0,8.0,7.0,2.0,,1.0,2.0,,1.0,3.0,,,,1.0,,1.0,,,1.0,1.0,,,2.0,4.0,,1.0,4.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3181818181818183
1729,584.0,140.0,91.0,59.0,39.0,23.0,110.0,17.0,25.0,71.0,1.0,6.0,13.0,19.0,42.0,4.0,44.0,17.0,31.0,44.0,11.0,14.0,43.0,33.0,18.0,170.0,107.0,23.0,329.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6892265193370166
1730,123.0,53.0,22.0,22.0,11.0,11.0,19.0,,9.0,15.0,1.0,1.0,3.0,1.0,9.0,3.0,7.0,7.0,14.0,4.0,1.0,3.0,13.0,13.0,4.0,30.0,34.0,11.0,69.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.727272727272727
1731,52.0,12.0,10.0,6.0,2.0,2.0,4.0,3.0,1.0,7.0,2.0,1.0,3.0,1.0,1.0,,1.0,1.0,2.0,12.0,1.0,1.0,3.0,6.0,3.0,7.0,14.0,,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875
1732,864.0,233.0,143.0,89.0,63.0,34.0,175.0,27.0,34.0,106.0,1.0,7.0,15.0,23.0,65.0,9.0,60.0,23.0,45.0,79.0,16.0,15.0,68.0,71.0,22.0,256.0,169.0,29.0,478.0,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.7383773928896993
1733,42.0,40.0,14.0,9.0,8.0,4.0,7.0,,1.0,11.0,,,,,3.0,3.0,6.0,3.0,3.0,1.0,2.0,,7.0,11.0,1.0,5.0,14.0,8.0,32.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1097560975609757
1734,127.0,74.0,22.0,17.0,21.0,7.0,29.0,1.0,6.0,21.0,,1.0,2.0,4.0,7.0,4.0,8.0,9.0,9.0,10.0,,3.0,20.0,12.0,4.0,34.0,48.0,10.0,81.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.825870646766169
1735,147.0,116.0,39.0,29.0,10.0,9.0,49.0,4.0,11.0,23.0,,4.0,4.0,1.0,13.0,5.0,15.0,2.0,6.0,14.0,3.0,4.0,18.0,11.0,2.0,66.0,32.0,12.0,128.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2015209125475286
1739,37.0,10.0,7.0,5.0,1.0,2.0,11.0,1.0,1.0,1.0,,1.0,4.0,,2.0,1.0,,,,2.0,1.0,1.0,6.0,1.0,4.0,19.0,10.0,1.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3617021276595744
1741,4.0,1.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
1743,9.0,2.0,2.0,2.0,,,,1.0,,2.0,,,,,1.0,,,,1.0,1.0,,,1.0,2.0,,1.0,2.0,1.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.909090909090909
1744,69.0,8.0,17.0,5.0,2.0,1.0,11.0,5.0,1.0,7.0,,,1.0,3.0,2.0,,3.0,2.0,5.0,7.0,2.0,1.0,2.0,4.0,2.0,18.0,17.0,4.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.675324675324675
